airline,date,departure_time,arrival_time,departure_place,arrival_place,flight_time,seat,price
아시아나항공,2023-09-01,14:55,16:05,GMP,CJU,70,일반석,132700
아시아나항공,2023-09-01,14:55,16:05,GMP,CJU,70,비즈니스석,189700
진에어,2023-09-01,15:00,16:10,GMP,CJU,70,할인석,64600
대한항공,2023-09-01,15:00,16:10,GMP,CJU,70,일반석,106700
진에어,2023-09-01,15:00,16:10,GMP,CJU,70,일반석,119700
에어부산,2023-09-01,15:05,16:15,GMP,CJU,70,할인석,61460
아시아나항공,2023-09-01,15:05,16:15,GMP,CJU,70,특가석,66700
아시아나항공,2023-09-01,15:05,16:15,GMP,CJU,70,할인석,72700
에어부산,2023-09-01,15:05,16:15,GMP,CJU,70,일반석,118700
아시아나항공,2023-09-01,15:05,16:15,GMP,CJU,70,일반석,132700
제주항공,2023-09-01,15:10,16:20,GMP,CJU,70,할인석,65600
대한항공,2023-09-01,15:10,16:20,GMP,CJU,70,특가석,71700
대한항공,2023-09-01,15:10,16:20,GMP,CJU,70,할인석,83700
제주항공,2023-09-01,15:10,16:20,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,15:10,16:20,GMP,CJU,70,일반석,129700
티웨이항공,2023-09-01,15:15,16:25,GMP,CJU,70,할인석,62010
티웨이항공,2023-09-01,15:15,16:25,GMP,CJU,70,일반석,118700
제주항공,2023-09-01,15:30,16:40,GMP,CJU,70,할인석,65600
제주항공,2023-09-01,15:30,16:40,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,15:35,16:45,GMP,CJU,70,할인석,94700
대한항공,2023-09-01,15:35,16:45,GMP,CJU,70,일반석,129700
이스타항공,2023-09-01,15:40,16:50,GMP,CJU,70,할인석,63600
이스타항공,2023-09-01,15:40,16:50,GMP,CJU,70,일반석,119600
제주항공,2023-09-01,15:50,17:05,GMP,CJU,75,할인석,71600
제주항공,2023-09-01,15:50,17:05,GMP,CJU,75,일반석,119200
이스타항공,2023-09-01,15:55,17:05,GMP,CJU,70,할인석,63600
이스타항공,2023-09-01,15:55,17:05,GMP,CJU,70,일반석,119600
아시아나항공,2023-09-01,16:00,17:10,GMP,CJU,70,특가석,66700
아시아나항공,2023-09-01,16:00,17:10,GMP,CJU,70,할인석,72700
아시아나항공,2023-09-01,16:00,17:10,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,16:30,17:40,GMP,CJU,70,특가석,71700
대한항공,2023-09-01,16:30,17:40,GMP,CJU,70,할인석,83700
대한항공,2023-09-01,16:30,17:40,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,16:30,17:40,GMP,CJU,70,비즈니스석,189700
이스타항공,2023-09-01,16:35,17:45,GMP,CJU,70,할인석,63600
아시아나항공,2023-09-01,16:35,17:50,GMP,CJU,75,특가석,66700
아시아나항공,2023-09-01,16:35,17:50,GMP,CJU,75,할인석,72700
이스타항공,2023-09-01,16:35,17:45,GMP,CJU,70,일반석,119600
아시아나항공,2023-09-01,16:35,17:50,GMP,CJU,75,일반석,132700
제주항공,2023-09-01,16:50,18:05,GMP,CJU,75,할인석,65600
제주항공,2023-09-01,16:50,18:05,GMP,CJU,75,일반석,119200
대한항공,2023-09-01,17:05,18:15,GMP,CJU,70,특가석,71700
대한항공,2023-09-01,17:05,18:15,GMP,CJU,70,할인석,83700
대한항공,2023-09-01,17:05,18:15,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,17:05,18:15,GMP,CJU,70,비즈니스석,189700
티웨이항공,2023-09-01,17:25,18:35,GMP,CJU,70,할인석,62010
티웨이항공,2023-09-01,17:25,18:35,GMP,CJU,70,일반석,118700
에어부산,2023-09-01,17:35,18:55,GMP,CJU,80,할인석,59340
에어서울,2023-09-01,17:35,18:45,GMP,CJU,70,할인석,61600
에어부산,2023-09-01,17:35,18:55,GMP,CJU,80,일반석,118700
에어서울,2023-09-01,17:35,18:45,GMP,CJU,70,일반석,119700
아시아나항공,2023-09-01,17:50,19:00,GMP,CJU,70,특가석,66700
대한항공,2023-09-01,17:50,19:00,GMP,CJU,70,특가석,71700
아시아나항공,2023-09-01,17:50,19:00,GMP,CJU,70,할인석,72700
대한항공,2023-09-01,17:50,19:00,GMP,CJU,70,할인석,83700
대한항공,2023-09-01,17:50,19:00,GMP,CJU,70,일반석,129700
아시아나항공,2023-09-01,17:50,19:00,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,17:50,19:00,GMP,CJU,70,비즈니스석,189700
에어부산,2023-09-01,18:10,19:20,GMP,CJU,70,할인석,57220
티웨이항공,2023-09-01,18:10,19:20,GMP,CJU,70,할인석,57260
이스타항공,2023-09-01,18:10,19:20,GMP,CJU,70,할인석,63600
티웨이항공,2023-09-01,18:10,19:20,GMP,CJU,70,일반석,118700
에어부산,2023-09-01,18:10,19:20,GMP,CJU,70,일반석,118700
이스타항공,2023-09-01,18:10,19:20,GMP,CJU,70,일반석,119600
제주항공,2023-09-01,18:15,19:25,GMP,CJU,70,할인석,65600
제주항공,2023-09-01,18:15,19:25,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,18:20,19:30,GMP,CJU,70,특가석,71700
대한항공,2023-09-01,18:20,19:30,GMP,CJU,70,할인석,83700
대한항공,2023-09-01,18:20,19:30,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,18:20,19:30,GMP,CJU,70,비즈니스석,189700
아시아나항공,2023-09-01,18:25,19:35,GMP,CJU,70,특가석,66700
아시아나항공,2023-09-01,18:25,19:35,GMP,CJU,70,할인석,72700
아시아나항공,2023-09-01,18:25,19:35,GMP,CJU,70,일반석,132700
아시아나항공,2023-09-01,18:25,19:35,GMP,CJU,70,비즈니스석,169700
티웨이항공,2023-09-01,18:30,19:40,GMP,CJU,70,할인석,57260
티웨이항공,2023-09-01,18:30,19:40,GMP,CJU,70,일반석,118700
대한항공,2023-09-01,18:35,19:45,GMP,CJU,70,특가석,71700
대한항공,2023-09-01,18:35,19:45,GMP,CJU,70,할인석,83700
대한항공,2023-09-01,18:35,19:45,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,18:35,19:45,GMP,CJU,70,비즈니스석,189700
에어부산,2023-09-01,18:45,19:55,GMP,CJU,70,할인석,57220
아시아나항공,2023-09-01,18:45,19:55,GMP,CJU,70,특가석,66700
아시아나항공,2023-09-01,18:45,19:55,GMP,CJU,70,할인석,72700
에어부산,2023-09-01,18:45,19:55,GMP,CJU,70,일반석,118700
아시아나항공,2023-09-01,18:45,19:55,GMP,CJU,70,일반석,132700
아시아나항공,2023-09-01,18:45,19:55,GMP,CJU,70,비즈니스석,169700
티웨이항공,2023-09-01,18:50,20:00,GMP,CJU,70,할인석,57260
티웨이항공,2023-09-01,18:50,20:00,GMP,CJU,70,일반석,118700
아시아나항공,2023-09-01,18:55,20:05,GMP,CJU,70,특가석,66700
아시아나항공,2023-09-01,18:55,20:05,GMP,CJU,70,할인석,72700
아시아나항공,2023-09-01,18:55,20:05,GMP,CJU,70,일반석,132700
대한항공,2023-09-01,19:00,20:10,GMP,CJU,70,특가석,71700
대한항공,2023-09-01,19:00,20:10,GMP,CJU,70,할인석,83700
대한항공,2023-09-01,19:00,20:10,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,19:00,20:10,GMP,CJU,70,비즈니스석,189700
진에어,2023-09-01,19:05,20:15,GMP,CJU,70,할인석,63100
대한항공,2023-09-01,19:05,20:15,GMP,CJU,70,할인석,87700
대한항공,2023-09-01,19:05,20:15,GMP,CJU,70,일반석,106700
진에어,2023-09-01,19:05,20:15,GMP,CJU,70,일반석,119700
제주항공,2023-09-01,19:10,20:20,GMP,CJU,70,할인석,65600
제주항공,2023-09-01,19:10,20:20,GMP,CJU,70,일반석,119200
아시아나항공,2023-09-01,19:20,20:35,GMP,CJU,75,특가석,66700
대한항공,2023-09-01,19:20,20:30,GMP,CJU,70,특가석,71700
아시아나항공,2023-09-01,19:20,20:35,GMP,CJU,75,할인석,72700
대한항공,2023-09-01,19:20,20:30,GMP,CJU,70,할인석,83700
대한항공,2023-09-01,19:20,20:30,GMP,CJU,70,일반석,129700
아시아나항공,2023-09-01,19:20,20:35,GMP,CJU,75,일반석,132700
대한항공,2023-09-01,19:20,20:30,GMP,CJU,70,비즈니스석,189700
아시아나항공,2023-09-01,19:20,20:35,GMP,CJU,75,비즈니스석,189700
이스타항공,2023-09-01,19:25,20:35,GMP,CJU,70,할인석,73600
이스타항공,2023-09-01,19:25,20:35,GMP,CJU,70,일반석,119600
제주항공,2023-09-01,19:30,20:40,GMP,CJU,70,할인석,71600
제주항공,2023-09-01,19:30,20:40,GMP,CJU,70,일반석,119200
진에어,2023-09-01,19:35,20:50,GMP,CJU,75,할인석,70600
대한항공,2023-09-01,19:35,20:50,GMP,CJU,75,일반석,106700
진에어,2023-09-01,19:35,20:50,GMP,CJU,75,일반석,119700
진에어,2023-09-01,19:35,20:50,GMP,CJU,75,비즈니스석,174700
이스타항공,2023-09-01,19:45,20:55,GMP,CJU,70,할인석,78600
이스타항공,2023-09-01,19:45,20:55,GMP,CJU,70,일반석,119600
제주항공,2023-09-01,20:30,21:40,GMP,CJU,70,일반석,119200
대한항공,2023-09-01,20:30,21:40,GMP,CJU,70,일반석,129700
대한항공,2023-09-01,20:30,21:40,GMP,CJU,70,비즈니스석,189700
아시아나항공,2023-09-01,21:20,22:30,GMP,CJU,70,할인석,126700
아시아나항공,2023-09-01,21:20,22:30,GMP,CJU,70,일반석,132700
아시아나항공,2023-09-01,21:20,22:30,GMP,CJU,70,비즈니스석,189700
아시아나항공,2023-09-01,06:30,07:40,CJU,GMP,70,특가석,52700
아시아나항공,2023-09-01,06:30,07:40,CJU,GMP,70,할인석,62700
아시아나항공,2023-09-01,06:30,07:40,CJU,GMP,70,일반석,112700
아시아나항공,2023-09-01,06:30,07:40,CJU,GMP,70,비즈니스석,167700
아시아나항공,2023-09-01,06:40,07:50,CJU,GMP,70,특가석,52700
아시아나항공,2023-09-01,06:40,07:50,CJU,GMP,70,할인석,62700
아시아나항공,2023-09-01,06:40,07:50,CJU,GMP,70,일반석,112700
아시아나항공,2023-09-01,06:40,07:50,CJU,GMP,70,비즈니스석,147700
대한항공,2023-09-01,07:00,08:10,CJU,GMP,70,특가석,45700
대한항공,2023-09-01,07:00,08:10,CJU,GMP,70,할인석,69700
대한항공,2023-09-01,07:00,08:10,CJU,GMP,70,일반석,107700
대한항공,2023-09-01,07:00,08:10,CJU,GMP,70,비즈니스석,167700
에어서울,2023-09-01,07:35,08:45,CJU,GMP,70,할인석,38600
에어서울,2023-09-01,07:35,08:45,CJU,GMP,70,일반석,81700
제주항공,2023-09-01,07:40,08:50,CJU,GMP,70,할인석,49600
제주항공,2023-09-01,07:40,08:50,CJU,GMP,70,일반석,97700
티웨이항공,2023-09-01,07:55,09:05,CJU,GMP,70,할인석,39210
아시아나항공,2023-09-01,07:55,09:05,CJU,GMP,70,특가석,47700
아시아나항공,2023-09-01,07:55,09:05,CJU,GMP,70,할인석,62700
티웨이항공,2023-09-01,07:55,09:05,CJU,GMP,70,일반석,97700
아시아나항공,2023-09-01,07:55,09:05,CJU,GMP,70,일반석,112700
이스타항공,2023-09-01,08:10,09:15,CJU,GMP,65,할인석,39600
이스타항공,2023-09-01,08:10,09:15,CJU,GMP,65,일반석,97600
진에어,2023-09-01,08:15,09:30,CJU,GMP,75,특가석,38800
진에어,2023-09-01,08:15,09:30,CJU,GMP,75,할인석,39800
진에어,2023-09-01,08:15,09:30,CJU,GMP,75,일반석,92700
이스타항공,2023-09-01,08:30,09:40,CJU,GMP,70,할인석,35600
이스타항공,2023-09-01,08:30,09:40,CJU,GMP,70,일반석,97600
에어부산,2023-09-01,08:40,10:00,CJU,GMP,80,할인석,35900
대한항공,2023-09-01,08:40,09:50,CJU,GMP,70,특가석,41700
대한항공,2023-09-01,08:40,09:50,CJU,GMP,70,할인석,69700
에어부산,2023-09-01,08:40,10:00,CJU,GMP,80,일반석,92700
대한항공,2023-09-01,08:40,09:50,CJU,GMP,70,일반석,107700
대한항공,2023-09-01,08:40,09:50,CJU,GMP,70,비즈니스석,167700
제주항공,2023-09-01,08:45,09:55,CJU,GMP,70,특가석,37600
아시아나항공,2023-09-01,08:45,09:55,CJU,GMP,70,특가석,42700
티웨이항공,2023-09-01,08:45,09:55,CJU,GMP,70,할인석,43010
아시아나항공,2023-09-01,08:45,09:55,CJU,GMP,70,할인석,62700
티웨이항공,2023-09-01,08:45,09:55,CJU,GMP,70,일반석,97700
제주항공,2023-09-01,08:45,09:55,CJU,GMP,70,일반석,97700
아시아나항공,2023-09-01,08:45,09:55,CJU,GMP,70,일반석,112700
아시아나항공,2023-09-01,08:45,09:55,CJU,GMP,70,비즈니스석,147700
이스타항공,2023-09-01,08:50,10:00,CJU,GMP,70,할인석,52600
이스타항공,2023-09-01,08:50,10:00,CJU,GMP,70,일반석,97600
대한항공,2023-09-01,09:10,10:20,CJU,GMP,70,특가석,41700
대한항공,2023-09-01,09:10,10:20,CJU,GMP,70,할인석,69700
대한항공,2023-09-01,09:10,10:20,CJU,GMP,70,일반석,107700
대한항공,2023-09-01,09:10,10:20,CJU,GMP,70,비즈니스석,167700
에어부산,2023-09-01,09:15,10:25,CJU,GMP,70,할인석,38300
진에어,2023-09-01,09:15,10:25,CJU,GMP,70,일반석,92700
에어부산,2023-09-01,09:15,10:25,CJU,GMP,70,일반석,92700
아시아나항공,2023-09-01,09:20,10:30,CJU,GMP,70,특가석,42700
아시아나항공,2023-09-01,09:20,10:30,CJU,GMP,70,할인석,62700
아시아나항공,2023-09-01,09:20,10:30,CJU,GMP,70,일반석,112700
대한항공,2023-09-01,09:35,10:45,CJU,GMP,70,특가석,41700
대한항공,2023-09-01,09:35,10:45,CJU,GMP,70,할인석,69700
대한항공,2023-09-01,09:35,10:45,CJU,GMP,70,일반석,107700
대한항공,2023-09-01,09:35,10:45,CJU,GMP,70,비즈니스석,167700
제주항공,2023-09-01,09:45,10:55,CJU,GMP,70,특가석,37600
제주항공,2023-09-01,09:45,10:55,CJU,GMP,70,일반석,97700
이스타항공,2023-09-01,09:50,11:00,CJU,GMP,70,할인석,39600
아시아나항공,2023-09-01,09:50,11:00,CJU,GMP,70,특가석,57700
아시아나항공,2023-09-01,09:50,11:00,CJU,GMP,70,할인석,62700
이스타항공,2023-09-01,09:50,11:00,CJU,GMP,70,일반석,97600
아시아나항공,2023-09-01,09:50,11:00,CJU,GMP,70,일반석,112700
아시아나항공,2023-09-01,09:50,11:00,CJU,GMP,70,비즈니스석,167700
티웨이항공,2023-09-01,10:00,11:10,CJU,GMP,70,할인석,45860
티웨이항공,2023-09-01,10:00,11:10,CJU,GMP,70,일반석,97700
대한항공,2023-09-01,10:05,11:15,CJU,GMP,70,특가석,50700
대한항공,2023-09-01,10:05,11:15,CJU,GMP,70,할인석,69700
대한항공,2023-09-01,10:05,11:15,CJU,GMP,70,일반석,107700
대한항공,2023-09-01,10:05,11:15,CJU,GMP,70,비즈니스석,167700
제주항공,2023-09-01,10:10,11:20,CJU,GMP,70,할인석,45600
제주항공,2023-09-01,10:10,11:20,CJU,GMP,70,일반석,97700
제주항공,2023-09-01,10:50,12:00,CJU,GMP,70,할인석,45600
대한항공,2023-09-01,10:50,12:00,CJU,GMP,70,특가석,50700
대한항공,2023-09-01,10:50,12:00,CJU,GMP,70,할인석,69700
제주항공,2023-09-01,10:50,12:00,CJU,GMP,70,일반석,97700
대한항공,2023-09-01,10:50,12:00,CJU,GMP,70,일반석,107700
대한항공,2023-09-01,10:50,12:00,CJU,GMP,70,비즈니스석,167700
대한항공,2023-09-01,10:55,12:05,CJU,GMP,70,특가석,50700
대한항공,2023-09-01,10:55,12:05,CJU,GMP,70,할인석,69700
대한항공,2023-09-01,10:55,12:05,CJU,GMP,70,일반석,107700
대한항공,2023-09-01,10:55,12:05,CJU,GMP,70,비즈니스석,167700
티웨이항공,2023-09-01,11:05,12:15,CJU,GMP,70,할인석,49660
티웨이항공,2023-09-01,11:05,12:15,CJU,GMP,70,일반석,97700
제주항공,2023-09-01,11:15,12:25,CJU,GMP,70,할인석,45600
대한항공,2023-09-01,11:15,12:30,CJU,GMP,75,특가석,50700
대한항공,2023-09-01,11:15,12:30,CJU,GMP,75,할인석,69700
제주항공,2023-09-01,11:15,12:25,CJU,GMP,70,일반석,97700
대한항공,2023-09-01,11:15,12:30,CJU,GMP,75,일반석,107700
대한항공,2023-09-01,11:15,12:30,CJU,GMP,75,비즈니스석,167700
대한항공,2023-09-01,11:30,12:40,CJU,GMP,70,특가석,50700
대한항공,2023-09-01,11:30,12:40,CJU,GMP,70,할인석,69700
대한항공,2023-09-01,11:30,12:40,CJU,GMP,70,일반석,107700
대한항공,2023-09-01,11:30,12:40,CJU,GMP,70,비즈니스석,167700
티웨이항공,2023-09-01,11:35,12:45,CJU,GMP,70,할인석,53460
티웨이항공,2023-09-01,11:35,12:45,CJU,GMP,70,일반석,97700
제주항공,2023-09-01,11:40,12:50,CJU,GMP,70,할인석,49600
제주항공,2023-09-01,11:40,12:50,CJU,GMP,70,일반석,97700
이스타항공,2023-09-01,11:45,12:55,CJU,GMP,70,할인석,46600
이스타항공,2023-09-01,11:45,12:55,CJU,GMP,70,일반석,97600
제주항공,2023-09-01,12:10,13:20,CJU,GMP,70,할인석,54600
아시아나항공,2023-09-01,12:10,13:20,CJU,GMP,70,특가석,59700
아시아나항공,2023-09-01,12:10,13:20,CJU,GMP,70,할인석,64700
제주항공,2023-09-01,12:10,13:20,CJU,GMP,70,일반석,97700
아시아나항공,2023-09-01,12:10,13:20,CJU,GMP,70,일반석,115700
제주항공,2023-09-01,12:20,13:30,CJU,GMP,70,할인석,59600
진에어,2023-09-01,12:20,13:35,CJU,GMP,75,일반석,97700
제주항공,2023-09-01,12:20,13:30,CJU,GMP,70,일반석,97700
대한항공,2023-09-01,12:30,13:40,CJU,GMP,70,특가석,62700
대한항공,2023-09-01,12:30,13:40,CJU,GMP,70,할인석,74700
대한항공,2023-09-01,12:30,13:40,CJU,GMP,70,일반석,112700
대한항공,2023-09-01,12:30,13:40,CJU,GMP,70,비즈니스석,172700
아시아나항공,2023-09-01,12:35,13:45,CJU,GMP,70,할인석,64700
아시아나항공,2023-09-01,12:35,13:45,CJU,GMP,70,일반석,115700
티웨이항공,2023-09-01,12:40,13:50,CJU,GMP,70,할인석,61060
티웨이항공,2023-09-01,12:40,13:50,CJU,GMP,70,일반석,97700
이스타항공,2023-09-01,12:45,13:55,CJU,GMP,70,할인석,50600
이스타항공,2023-09-01,12:45,13:55,CJU,GMP,70,일반석,97600
이스타항공,2023-09-01,13:00,14:05,CJU,GMP,65,할인석,62600
이스타항공,2023-09-01,13:00,14:05,CJU,GMP,65,일반석,97600
에어서울,2023-09-01,13:05,14:15,CJU,GMP,70,할인석,60600
에어서울,2023-09-01,13:05,14:15,CJU,GMP,70,특가석,66400
에어서울,2023-09-01,13:05,14:15,CJU,GMP,70,일반석,97700
아시아나항공,2023-09-01,13:10,14:20,CJU,GMP,70,할인석,69700
아시아나항공,2023-09-01,13:10,14:20,CJU,GMP,70,일반석,115700
진에어,2023-09-01,13:15,14:25,CJU,GMP,70,할인석,72600
진에어,2023-09-01,13:15,14:25,CJU,GMP,70,일반석,97700
에어부산,2023-09-01,13:20,14:30,CJU,GMP,70,할인석,65500
대한항공,2023-09-01,13:20,14:30,CJU,GMP,70,특가석,67700
대한항공,2023-09-01,13:20,14:30,CJU,GMP,70,할인석,74700
에어부산,2023-09-01,13:20,14:30,CJU,GMP,70,일반석,92700
대한항공,2023-09-01,13:20,14:30,CJU,GMP,70,일반석,112700
제주항공,2023-09-01,13:25,14:35,CJU,GMP,70,할인석,65600
제주항공,2023-09-01,13:25,14:35,CJU,GMP,70,일반석,97700
이스타항공,2023-09-01,13:30,14:40,CJU,GMP,70,할인석,62600
티웨이항공,2023-09-01,13:30,14:40,CJU,GMP,70,할인석,63910
이스타항공,2023-09-01,13:30,14:40,CJU,GMP,70,일반석,97600
티웨이항공,2023-09-01,13:30,14:40,CJU,GMP,70,일반석,97700
대한항공,2023-09-01,13:45,14:55,CJU,GMP,70,할인석,74700
대한항공,2023-09-01,13:45,14:55,CJU,GMP,70,일반석,112700
제주항공,2023-09-01,14:00,15:10,CJU,GMP,70,할인석,71600
아시아나항공,2023-09-01,14:00,15:10,CJU,GMP,70,할인석,74700
제주항공,2023-09-01,14:00,15:10,CJU,GMP,70,일반석,97700
아시아나항공,2023-09-01,14:00,15:10,CJU,GMP,70,일반석,115700
아시아나항공,2023-09-01,14:00,15:10,CJU,GMP,70,비즈니스석,152700
아시아나항공,2023-09-01,14:10,15:20,CJU,GMP,70,할인석,74700
아시아나항공,2023-09-01,14:10,15:20,CJU,GMP,70,할인석,74700
아시아나항공,2023-09-01,14:10,15:20,CJU,GMP,70,일반석,115700
아시아나항공,2023-09-01,14:10,15:20,CJU,GMP,70,일반석,115700
아시아나항공,2023-09-01,14:10,15:20,CJU,GMP,70,비즈니스석,172700
아시아나항공,2023-09-01,14:20,15:30,CJU,GMP,70,할인석,79700
아시아나항공,2023-09-01,14:20,15:30,CJU,GMP,70,일반석,115700
아시아나항공,2023-09-01,14:20,15:30,CJU,GMP,70,비즈니스석,172700
대한항공,2023-09-01,14:40,15:50,CJU,GMP,70,할인석,82700
대한항공,2023-09-01,14:40,15:50,CJU,GMP,70,일반석,112700
대한항공,2023-09-01,14:40,15:50,CJU,GMP,70,비즈니스석,172700
이스타항공,2023-09-01,14:45,15:55,CJU,GMP,70,할인석,78600
이스타항공,2023-09-01,14:45,15:55,CJU,GMP,70,일반석,97600
제주항공,2023-09-01,15:00,16:10,CJU,GMP,70,할인석,81600
제주항공,2023-09-01,15:00,16:10,CJU,GMP,70,일반석,97700
대한항공,2023-09-01,15:00,16:15,CJU,GMP,75,일반석,112700
대한항공,2023-09-01,15:00,16:15,CJU,GMP,75,비즈니스석,172700
아시아나항공,2023-09-01,15:10,16:20,CJU,GMP,70,할인석,100700
아시아나항공,2023-09-01,15:10,16:20,CJU,GMP,70,일반석,115700
아시아나항공,2023-09-01,15:10,16:20,CJU,GMP,70,비즈니스석,172700
이스타항공,2023-09-01,15:30,16:40,CJU,GMP,70,할인석,78600
이스타항공,2023-09-01,15:30,16:40,CJU,GMP,70,일반석,97600
티웨이항공,2023-09-01,15:40,16:50,CJU,GMP,70,할인석,86000
티웨이항공,2023-09-01,15:40,16:50,CJU,GMP,70,일반석,97700
대한항공,2023-09-01,15:45,17:00,CJU,GMP,75,일반석,112700
대한항공,2023-09-01,15:45,17:00,CJU,GMP,75,비즈니스석,172700
아시아나항공,2023-09-01,15:55,17:05,CJU,GMP,70,할인석,100700
아시아나항공,2023-09-01,15:55,17:05,CJU,GMP,70,일반석,115700
대한항공,2023-09-01,16:10,17:20,CJU,GMP,70,일반석,112700
대한항공,2023-09-01,16:15,17:25,CJU,GMP,70,일반석,112700
에어부산,2023-09-01,16:20,17:30,CJU,GMP,70,할인석,77440
티웨이항공,2023-09-01,16:20,17:30,CJU,GMP,70,할인석,86000
에어부산,2023-09-01,16:20,17:30,CJU,GMP,70,일반석,95700
티웨이항공,2023-09-01,16:20,17:30,CJU,GMP,70,일반석,97700
아시아나항공,2023-09-01,16:25,17:35,CJU,GMP,70,할인석,110700
아시아나항공,2023-09-01,16:25,17:35,CJU,GMP,70,일반석,115700
제주항공,2023-09-01,16:30,17:35,CJU,GMP,65,할인석,96600
